CustomerID,purchase_frequency,total_revenue,total_quantity,last_purchase_date,first_purchase_date,unique_products,days_since_last_purchase,customer_lifespan_days,avg_order_value
17165,1,158.68,100,2011-02-28,2011-02-28,10,283,0,158.68
17166,2,206.34,78,2011-11-01,2011-05-20,11,38,165,103.17
17169,2,835.78,526,2011-10-13,2011-06-09,51,57,125,417.89
17171,1,224.91,185,2011-02-23,2011-02-23,16,288,0,224.91
17172,1,317.76,480,2011-09-22,2011-09-22,15,78,0,317.76
17173,8,3766.6,1122,2011-12-04,2011-07-31,36,4,125,470.82
17174,1,59.9,41,2011-05-06,2011-05-06,4,217,0,59.9
17175,4,1443.69,866,2011-10-26,2011-02-16,42,43,252,360.92
17176,1,306.13,170,2011-05-22,2011-05-22,15,201,0,306.13
17179,3,711.79,290,2011-06-14,2010-12-13,56,177,183,237.26
17180,4,783.97,670,2011-10-14,2011-01-27,91,55,259,195.99
17181,2,239.92000000000002,241,2011-10-13,2010-12-01,23,56,316,119.96
17183,6,3347.31,1296,2011-12-02,2011-08-26,42,7,97,557.88
17186,2,144.0,200,2011-10-24,2011-10-10,1,46,13,72.0
17187,1,203.95,144,2011-04-27,2011-04-27,10,226,0,203.95
17188,7,2474.23,1328,2011-11-28,2010-12-12,71,10,351,353.46
17189,2,383.75,226,2011-08-25,2010-12-15,52,105,253,191.88
17190,2,444.74,161,2011-10-12,2011-05-16,19,58,148,222.37
17191,7,2093.68,1166,2011-11-11,2010-12-06,163,27,340,299.1
17193,7,1699.3000000000002,1254,2011-11-04,2011-06-16,17,35,141,242.76
17194,2,262.62,119,2011-03-11,2010-12-14,26,273,86,131.31
17197,1,1013.01,191,2011-11-10,2011-11-10,29,29,0,1013.01
17198,3,692.22,357,2011-11-16,2010-12-03,89,23,347,230.74
17201,1,289.78,231,2011-10-17,2011-10-17,38,53,0,289.78
17203,6,3560.08,2846,2011-11-04,2011-10-10,116,35,24,593.35
17204,4,1564.56,646,2011-06-17,2011-03-21,44,174,88,391.14
17205,1,384.08,884,2011-10-17,2011-10-17,13,53,0,384.08
17206,1,204.24,76,2011-10-17,2011-10-17,7,52,0,204.24
17211,8,2317.2200000000003,1323,2011-11-13,2010-12-05,150,26,342,289.65
17212,1,226.85,147,2011-03-31,2011-03-31,4,252,0,226.85
17213,7,2781.23,1176,2011-10-30,2010-12-08,85,39,326,397.32
17214,6,1059.1200000000001,272,2011-10-10,2010-12-15,79,59,298,176.52
17217,1,113.5,24,2011-04-19,2011-04-19,9,233,0,113.5
17218,10,1951.97,955,2011-12-05,2010-12-06,146,3,363,195.2
17219,1,114.23,89,2011-11-08,2011-11-08,24,31,0,114.23
17220,14,3187.55,1897,2011-11-15,2010-12-10,303,23,339,227.68
17221,2,334.48,287,2011-12-02,2011-11-03,59,6,28,167.24
17222,1,328.65,122,2011-10-05,2011-10-05,27,64,0,328.65
17223,2,416.89,110,2011-02-02,2010-12-06,43,309,58,208.44
17226,1,393.49,406,2011-02-04,2011-02-04,21,308,0,393.49
17227,6,939.32,741,2011-11-21,2010-12-06,28,18,349,156.55
17228,8,1906.09,1532,2011-11-24,2010-12-02,140,15,356,238.26
17229,2,318.76,185,2011-09-04,2011-07-20,39,95,46,159.38
17230,8,3638.41,1651,2011-03-20,2010-12-15,51,263,95,454.8
17231,10,3124.72,1724,2011-11-27,2010-12-13,292,11,349,312.47
17232,2,417.77,202,2011-12-07,2011-11-25,30,2,11,208.88
17233,1,190.88,131,2011-11-04,2011-11-04,25,34,0,190.88
17234,1,149.89000000000001,55,2011-06-10,2011-06-10,14,182,0,149.89
17235,2,550.06,224,2011-11-14,2010-12-02,24,24,347,275.03
17236,6,916.13,474,2011-11-27,2010-12-12,88,12,350,152.69
17237,2,314.69,105,2011-11-28,2011-11-17,18,10,11,157.34
17238,17,3719.1,1807,2011-12-07,2010-12-03,297,2,368,218.77
17239,1,382.5,150,2011-01-31,2011-01-31,15,312,0,382.5
17242,2,1135.04,611,2011-08-23,2011-06-12,30,107,72,567.52
17243,26,8540.05,3320,2011-12-08,2010-12-05,180,0,368,328.46
17244,1,954.9,616,2011-10-17,2011-10-17,31,52,0,954.9
17245,1,171.45,75,2011-05-19,2011-05-19,9,204,0,171.45
17247,1,280.09000000000003,105,2011-11-24,2011-11-24,53,14,0,280.09
17248,1,318.65,213,2011-08-11,2011-08-11,68,119,0,318.65
17250,2,381.97,167,2011-12-06,2011-03-23,55,3,257,190.98
17251,1,269.83,108,2010-12-12,2010-12-12,37,362,0,269.83
17252,2,348.91,192,2011-08-15,2011-06-06,86,116,69,174.46
17253,1,178.26,43,2011-11-21,2011-11-21,18,17,0,178.26
17254,2,271.19,251,2011-12-05,2011-11-24,100,4,10,135.6
17255,2,291.48,227,2011-10-30,2011-02-13,69,40,258,145.74
17256,2,240.0,141,2011-08-24,2011-01-31,12,106,204,120.0
17259,2,581.23,388,2011-07-14,2010-12-06,104,147,220,290.62
17262,5,1253.3600000000001,367,2011-10-18,2010-12-08,9,51,313,250.67
17263,1,63.440000000000005,36,2011-05-15,2011-05-15,23,207,0,63.44
17265,2,550.01,389,2011-07-24,2011-06-12,106,138,41,275.0
17266,3,296.58,153,2011-12-07,2011-07-15,60,1,145,98.86
17267,2,317.2,158,2011-08-04,2011-08-04,37,126,0,158.6
17268,4,763.64,844,2011-08-24,2011-04-08,3,107,137,190.91
17272,4,2148.63,1778,2011-10-28,2011-03-22,70,41,220,537.16
17274,1,107.82,77,2011-11-04,2011-11-04,24,34,0,107.82
17277,2,1065.3500000000001,430,2011-04-26,2011-01-21,67,227,95,532.68
17278,1,246.04,179,2011-04-12,2011-04-12,15,240,0,246.04
17279,1,187.82999999999998,48,2011-10-13,2011-10-13,8,57,0,187.83
17282,3,1685.46,1866,2011-08-01,2011-02-13,79,129,169,561.82
17284,6,1647.48,1362,2011-10-10,2011-01-07,229,59,276,274.58
17286,1,151.37,117,2011-11-18,2011-11-18,44,21,0,151.37
17287,7,1049.06,556,2011-11-13,2010-12-02,88,25,346,149.87
17288,7,1417.63,1201,2011-11-30,2010-12-16,118,8,349,202.52
17289,3,931.02,513,2011-11-08,2011-06-12,86,31,148,310.34
17290,2,513.01,397,2011-12-06,2011-11-23,92,3,12,256.5
17291,1,550.8000000000001,72,2011-02-04,2011-02-04,1,307,0,550.8
17293,9,1854.06,1135,2011-12-01,2010-12-13,93,7,352,206.01
17295,3,547.0,293,2011-11-11,2011-10-06,53,28,35,182.33
17297,1,128.18,65,2011-11-22,2011-11-22,49,16,0,128.18
17298,2,498.42,387,2011-08-30,2011-08-07,30,100,23,249.21
17299,4,656.61,668,2011-11-28,2011-06-19,50,11,161,164.15
17301,1,163.24,137,2011-11-18,2011-11-18,59,20,0,163.24
17302,5,1135.63,575,2011-11-25,2011-02-07,68,14,290,227.13
17303,1,250.04,144,2010-12-13,2010-12-13,53,360,0,250.04
17306,19,8631.31,11491,2011-11-29,2010-12-21,13,10,342,454.28
17309,1,82.75,41,2011-09-05,2011-09-05,11,94,0,82.75
17311,2,1384.85,1005,2011-09-22,2011-01-27,55,77,238,692.42
17312,3,644.3,372,2011-07-24,2011-07-03,11,138,20,214.77
17313,1,2328.84,1402,2011-11-08,2011-11-08,24,30,0,2328.84
17314,8,2527.92,1896,2011-11-15,2011-01-31,120,24,287,315.99
17315,38,6281.23,3863,2011-12-08,2010-12-17,256,1,355,165.3
17317,3,2600.34,1146,2011-10-24,2011-09-11,8,45,43,866.78
17320,3,1200.6200000000001,634,2011-08-31,2010-12-06,57,99,267,400.21
17321,2,657.16,364,2011-12-01,2011-10-03,94,7,59,328.58
17323,7,906.52,760,2011-11-24,2011-02-20,125,14,277,129.5
17324,4,986.48,843,2011-11-22,2010-12-08,43,17,348,246.62
17325,1,96.8,60,2011-03-04,2011-03-04,6,279,0,96.8
17329,2,523.11,142,2011-11-25,2011-01-28,29,13,300,261.56
17330,2,363.9,120,2011-11-17,2011-10-03,5,22,44,181.95
17331,1,175.2,16,2011-08-08,2011-08-08,1,123,0,175.2
17333,1,494.25,375,2011-09-15,2011-09-15,28,85,0,494.25
17334,2,307.02,315,2011-02-10,2011-02-04,11,301,6,153.51
17337,4,1981.06,1247,2011-07-11,2011-02-02,421,150,158,495.26
17338,8,6493.54,3059,2011-11-22,2010-12-13,389,16,344,811.69
17339,2,243.36,152,2011-09-06,2010-12-09,9,93,270,121.68
17340,11,12353.29,5967,2011-11-10,2010-12-08,229,29,336,1123.03
17341,3,682.29,443,2011-07-06,2010-12-08,147,156,209,227.43
17343,1,193.64,56,2010-12-19,2010-12-19,17,354,0,193.64
17344,1,157.62,65,2011-10-24,2011-10-24,31,45,0,157.62
17345,4,519.6899999999999,341,2011-11-24,2011-05-27,70,14,181,129.92
17346,15,2622.88,1617,2011-12-06,2010-12-01,299,3,369,174.86
17347,1,228.96,216,2011-09-14,2011-09-14,1,85,0,228.96
17348,5,1156.6,1398,2011-11-25,2011-02-15,180,14,283,231.32
17349,1,98.25,102,2011-06-13,2011-06-13,8,178,0,98.25
17350,4,1281.32,770,2011-12-01,2011-10-19,66,7,42,320.33
17351,3,587.15,113,2011-11-03,2011-03-11,22,35,237,195.72
17353,2,1740.0,1200,2011-08-02,2011-07-08,5,128,25,870.0
17354,1,1393.06,1006,2011-10-20,2011-10-20,15,50,0,1393.06
17356,1,178.22,166,2011-02-01,2011-02-01,19,311,0,178.22
17357,2,384.39,152,2011-11-15,2011-11-15,41,23,0,192.2
17358,2,360.81,190,2011-02-09,2010-12-19,55,302,52,180.4
17359,1,127.86,161,2011-11-28,2011-11-28,13,10,0,127.86
17360,3,568.24,328,2011-11-22,2011-06-08,113,16,166,189.41
17361,3,488.2,157,2011-10-21,2011-02-21,26,48,242,162.73
17362,2,312.23,191,2011-04-14,2011-02-03,30,238,70,156.12
17364,11,4462.68,2692,2011-12-09,2011-01-12,288,0,330,405.7
17365,8,4767.36,4749,2011-11-27,2011-01-11,278,12,320,595.92
17367,1,167.55,149,2011-04-15,2011-04-15,33,237,0,167.55
17368,8,1878.87,1377,2011-11-16,2011-01-06,93,22,314,234.86
17370,4,446.18,540,2011-09-28,2011-06-23,31,72,96,111.54
17371,3,418.4,151,2011-11-22,2010-12-13,83,16,343,139.47
17372,8,1337.18,747,2011-10-30,2010-12-12,215,40,321,167.15
17373,4,646.92,408,2011-10-30,2011-01-31,47,39,272,161.73
17374,2,495.77,85,2011-05-05,2011-03-03,24,218,62,247.88
17375,3,400.1,367,2011-05-24,2010-12-13,63,198,162,133.37
17376,2,203.2,86,2011-09-30,2011-02-01,23,70,240,101.6
17377,20,4058.32,2038,2011-11-16,2010-12-01,190,23,349,202.92
17379,1,389.71999999999997,623,2011-11-28,2011-11-28,71,10,0,389.72
17381,29,20275.61,25649,2011-12-01,2010-12-02,40,8,363,699.16
17382,1,65.4,25,2011-10-05,2011-10-05,2,64,0,65.4
17383,1,193.39000000000001,148,2011-12-05,2011-12-05,49,3,0,193.39
17384,2,336.4,88,2011-11-20,2011-05-04,12,18,199,168.2
17385,1,256.11,197,2011-11-25,2011-11-25,42,14,0,256.11
17386,6,2686.42,1902,2011-12-02,2011-06-27,23,7,157,447.74
17387,2,746.81,522,2011-11-20,2011-11-06,71,19,13,373.4
17388,4,1259.56,1068,2011-09-23,2011-02-25,13,77,209,314.89
17389,34,31833.68,7612,2011-12-09,2011-01-12,45,0,330,936.28
17391,2,508.8,480,2011-06-29,2011-06-28,2,163,0,254.4
17392,2,417.27,277,2011-02-06,2010-12-16,53,306,51,208.64
17394,1,203.86999999999998,241,2011-05-04,2011-05-04,4,218,0,203.87
17396,8,7330.8,2005,2011-10-31,2010-12-03,24,38,332,916.35
17397,2,681.41,250,2011-11-17,2011-11-17,88,21,0,340.7
17398,3,653.38,310,2011-08-17,2011-03-29,30,114,140,217.79
17400,5,2097.84,1088,2011-08-05,2010-12-21,175,125,226,419.57
17402,13,2633.85,701,2011-12-05,2010-12-05,33,4,364,202.6
17403,1,263.92,111,2011-11-03,2011-11-03,32,35,0,263.92
17404,15,31906.82,32748,2011-12-05,2010-12-14,111,3,356,2127.12
17405,3,1031.41,726,2011-12-08,2011-07-12,77,0,149,343.8
17406,3,2184.42,780,2011-01-10,2010-12-08,99,332,33,728.14
17408,1,32.65,3,2011-06-29,2011-06-29,2,162,0,32.65
17409,2,771.85,105,2011-06-08,2011-04-05,13,184,63,385.92
17410,5,1214.72,616,2011-11-23,2011-05-08,57,15,199,242.94
17411,3,778.94,306,2011-11-27,2011-03-23,39,11,249,259.65
17412,7,1258.06,738,2011-12-07,2010-12-02,48,2,369,179.72
17414,2,778.0,2100,2011-10-27,2011-06-08,5,43,141,389.0
17415,1,507.84,114,2011-09-21,2011-09-21,14,79,0,507.84
17416,7,6893.42,4302,2011-11-10,2011-03-03,186,29,251,984.77
17418,2,463.46000000000004,289,2011-10-28,2011-01-20,29,41,281,231.73
17419,12,4226.57,1876,2011-11-28,2010-12-07,155,10,355,352.21
17420,3,598.83,265,2011-10-20,2010-12-01,28,49,323,199.61
17422,6,1979.37,2253,2011-11-23,2011-02-16,93,15,279,329.9
17423,2,698.41,459,2011-10-24,2011-05-06,26,45,171,349.2
17425,2,759.17,407,2011-11-20,2011-10-10,42,18,41,379.58
17426,6,5037.26,3094,2011-12-01,2011-03-02,179,7,274,839.54
17427,1,100.8,34,2011-09-29,2011-09-29,2,71,0,100.8
17428,28,17256.85,9474,2011-12-09,2010-12-06,252,0,368,616.32
17429,3,524.9200000000001,624,2011-08-03,2011-05-05,36,127,90,174.97
17430,2,265.76,190,2011-11-07,2010-12-09,14,32,332,132.88
17431,1,403.3,292,2011-01-30,2011-01-30,41,312,0,403.3
17432,2,365.76,207,2011-11-21,2011-11-02,44,17,19,182.88
17433,1,303.15999999999997,185,2011-09-12,2011-09-12,53,87,0,303.16
17434,7,2373.82,1693,2011-12-07,2011-09-15,100,1,82,339.12
17436,2,216.29999999999998,90,2011-12-08,2011-04-27,7,1,225,108.15
17438,1,388.45000000000005,103,2011-03-31,2011-03-31,17,253,0,388.45
17440,3,186.42000000000002,246,2011-07-06,2011-04-06,3,156,90,62.14
17442,6,2248.56,1496,2011-11-03,2011-02-22,96,36,253,374.76
17443,1,534.24,504,2011-05-04,2011-05-04,1,219,0,534.24
17444,3,2940.04,2119,2011-07-15,2011-06-20,132,147,25,980.01
17446,2,120.9,198,2011-06-16,2011-02-02,6,176,133,60.45
17447,2,541.53,443,2011-10-30,2011-09-29,33,39,31,270.76
17449,7,2519.21,1121,2011-12-07,2010-12-15,178,1,357,359.89
17450,46,194390.79,69973,2011-12-01,2010-12-07,124,7,359,4225.89
17451,7,1721.4,1203,2011-12-08,2011-08-26,83,0,104,245.91
17453,2,486.71999999999997,219,2011-11-22,2011-10-06,19,17,46,243.36
17454,4,517.53,243,2011-05-31,2010-12-15,57,191,167,129.38
17455,1,131.7,66,2011-05-20,2011-05-20,8,203,0,131.7
17456,1,249.86,222,2010-12-09,2010-12-09,17,364,0,249.86
17457,5,1737.7,826,2011-08-05,2011-01-04,14,126,212,347.54
17458,1,316.5,170,2011-11-24,2011-11-24,52,14,0,316.5
17459,2,657.3,537,2011-10-27,2011-10-10,88,42,16,328.65
17460,6,622.4300000000001,236,2011-09-06,2010-12-01,18,93,278,103.74
17461,3,735.82,770,2011-11-17,2011-11-10,104,22,6,245.27
17462,2,675.69,227,2011-10-10,2011-02-28,25,59,223,337.84
17463,5,1875.86,1086,2011-11-23,2011-01-30,162,15,296,375.17
17464,1,289.96000000000004,220,2011-07-04,2011-07-04,9,157,0,289.96
17466,2,763.28,306,2011-11-29,2011-09-22,41,9,68,381.64
17468,2,137.0,116,2011-11-29,2011-11-25,5,9,4,68.5
17469,5,1870.97,787,2011-11-23,2011-05-19,61,15,188,374.19
17470,5,1125.07,1675,2011-10-26,2010-12-07,67,44,323,225.01
17472,3,697.54,455,2011-06-01,2011-02-13,142,190,108,232.51
17475,1,194.37,178,2011-09-21,2011-09-21,14,78,0,194.37
17480,1,511.82,338,2011-09-23,2011-09-23,29,77,0,511.82
17481,4,1255.59,1061,2011-12-06,2011-09-07,69,3,90,313.9
17483,3,414.04,191,2011-10-05,2011-06-09,18,64,117,138.01
17486,1,396.87,191,2011-03-23,2011-03-23,24,260,0,396.87
17489,2,376.64,428,2011-10-12,2011-05-11,28,58,153,188.32
17490,7,2092.32,1134,2011-12-09,2011-06-16,63,0,175,298.9
17491,10,3558.87,2013,2011-12-08,2010-12-07,72,0,366,355.89
17492,1,374.57,155,2011-04-05,2011-04-05,12,247,0,374.57
17495,2,497.56,229,2011-12-02,2011-11-01,21,7,31,248.78
17496,1,271.05,79,2010-12-16,2010-12-16,10,358,0,271.05
17498,1,272.22,394,2011-09-25,2011-09-25,17,75,0,272.22
17499,1,622.88,711,2011-02-23,2011-02-23,40,289,0,622.88
17500,3,1138.0,17,2011-11-22,2011-11-10,3,16,12,379.33
17501,2,288.6,160,2011-05-03,2011-05-03,18,220,0,144.3
17502,4,689.1,376,2011-11-30,2011-11-10,25,8,19,172.28
17503,2,558.96,486,2011-12-07,2011-11-01,36,2,35,279.48
17504,9,2997.0299999999997,1664,2011-05-17,2011-01-21,112,205,116,333.0
17505,2,1145.84,556,2011-07-01,2011-05-18,48,161,44,572.92
17506,1,302.2,139,2011-09-25,2011-09-25,14,75,0,302.2
17507,2,605.58,359,2011-03-23,2011-02-03,79,261,47,302.79
17508,1,387.31,289,2011-03-04,2011-03-04,22,280,0,387.31
17509,8,6083.64,3512,2011-10-13,2011-10-07,75,57,5,760.46
17510,1,308.48,214,2011-11-15,2011-11-15,20,24,0,308.48
17511,31,91062.38,64549,2011-12-07,2010-12-01,453,2,370,2937.5
17512,10,2924.9900000000002,2753,2011-11-11,2011-02-11,61,28,272,292.5
17513,1,513.2,254,2011-09-28,2011-09-28,6,71,0,513.2
17514,1,208.65,135,2011-08-03,2011-08-03,40,127,0,208.65
17515,4,639.02,243,2011-11-08,2011-01-25,49,30,286,159.76
17516,5,764.88,414,2011-11-24,2011-02-27,113,14,270,152.98
17517,1,153.94,102,2011-02-04,2011-02-04,11,308,0,153.94
17519,6,1844.02,1236,2011-11-22,2010-12-06,60,16,351,307.34
17520,1,546.81,365,2011-10-17,2011-10-17,30,53,0,546.81
17521,3,723.2099999999999,519,2011-11-10,2011-05-24,38,29,169,241.07
17522,5,1070.71,1034,2011-12-08,2011-05-05,59,1,216,214.14
17523,4,652.74,872,2011-11-28,2011-11-20,25,10,7,163.18
17524,1,145.0,90,2010-12-13,2010-12-13,6,360,0,145.0
17525,1,422.70000000000005,82,2010-12-15,2010-12-15,9,359,0,422.7
17526,4,1195.8999999999999,310,2011-12-05,2010-12-09,17,4,360,298.97
17527,4,939.37,488,2011-10-17,2011-05-05,45,53,164,234.84
17528,8,3628.5,2138,2011-12-08,2011-09-29,183,0,70,453.56
17530,10,2367.12,1514,2011-12-08,2010-12-09,306,0,363,236.71
17531,1,296.7,136,2011-06-02,2011-06-02,14,189,0,296.7
17534,1,223.36,103,2011-10-17,2011-10-17,9,53,0,223.36
17535,1,164.4,136,2011-03-04,2011-03-04,13,279,0,164.4
17536,1,76.5,6,2011-06-15,2011-06-15,3,176,0,76.5
17537,2,887.67,699,2011-11-10,2011-02-09,74,29,273,443.84
17538,1,98.42,134,2011-11-14,2011-11-14,9,25,0,98.42
17540,2,578.9,194,2011-11-15,2011-01-27,20,24,291,289.45
17542,1,170.75,134,2011-03-15,2011-03-15,24,269,0,170.75
17545,3,642.32,337,2011-10-27,2011-10-27,122,42,0,214.11
17548,1,103.3,58,2011-04-20,2011-04-20,5,233,0,103.3
17549,2,148.86,210,2011-11-16,2011-10-19,5,23,27,74.43
17550,3,267.16,86,2011-05-26,2011-04-10,42,196,45,89.05
17551,1,290.34,142,2010-12-15,2010-12-15,39,358,0,290.34
17552,4,930.41,719,2011-10-10,2010-12-02,43,59,311,232.6
17553,1,1487.6,1048,2011-08-02,2011-08-02,2,129,0,1487.6
17554,5,1952.45,1763,2011-12-08,2011-07-14,58,0,146,390.49
17555,2,480.31,348,2011-11-20,2011-01-09,101,19,314,240.16
17556,1,157.9,101,2011-05-18,2011-05-18,6,205,0,157.9
17557,3,541.46,306,2011-11-25,2011-09-19,27,13,66,180.49
17560,4,854.95,635,2011-09-06,2011-02-02,22,94,215,213.74
17561,1,165.12,144,2011-11-20,2011-11-20,44,18,0,165.12
17562,7,1122.38,817,2011-11-25,2011-06-19,48,13,159,160.34
17564,3,454.01,146,2011-11-15,2011-09-20,38,23,55,151.34
17566,2,869.77,497,2011-12-01,2011-11-14,113,7,17,434.88
17567,8,4331.48,2632,2011-12-02,2010-12-02,110,6,365,541.43
17569,1,344.14,159,2011-01-11,2011-01-11,29,331,0,344.14
17571,4,1425.67,876,2011-10-20,2011-02-14,247,49,248,356.42
17572,4,226.75000000000003,95,2011-09-29,2010-12-01,7,70,302,56.69
17573,3,380.6,308,2011-11-10,2011-09-07,24,28,64,126.87
17574,1,185.65,77,2011-04-11,2011-04-11,8,242,0,185.65
17576,19,3564.83,1967,2011-12-01,2010-12-09,245,7,357,187.62
17578,1,143.45999999999998,138,2011-05-05,2011-05-05,5,217,0,143.46
17579,3,448.90000000000003,258,2011-12-05,2011-06-13,46,4,174,149.63
17580,3,215.72,88,2011-04-01,2010-12-16,43,252,105,71.91
17581,25,11025.24,5915,2011-12-09,2010-12-02,229,0,371,441.01
17582,1,175.27,123,2011-04-17,2011-04-17,28,235,0,175.27
17584,2,1242.3,458,2011-12-02,2011-08-04,30,6,120,621.15
17585,4,1116.68,1650,2011-08-22,2011-01-05,176,108,228,279.17
17588,3,1240.2,676,2011-08-31,2011-04-21,19,99,132,413.4
17589,4,2404.17,1631,2011-10-10,2011-04-13,172,59,180,601.04
17590,3,1468.02,822,2011-12-07,2011-10-30,162,1,37,489.34
17591,7,2203.67,1000,2011-09-27,2010-12-07,81,72,293,314.81
17593,5,3923.86,3089,2011-12-06,2010-12-22,190,3,349,784.77
17594,2,993.18,550,2011-09-15,2011-03-30,42,84,169,496.59
17595,2,386.69,228,2011-11-27,2011-11-02,68,11,24,193.34
17596,7,2806.69,4376,2011-11-16,2010-12-06,168,22,345,400.96
17597,1,2044.3700000000001,1176,2011-05-10,2011-05-10,55,213,0,2044.37
17600,1,161.67000000000002,144,2011-11-22,2011-11-22,13,17,0,161.67
17601,1,116.00999999999999,103,2011-04-14,2011-04-14,9,238,0,116.01
17602,6,5054.42,4116,2011-12-07,2011-01-19,335,1,321,842.4
17603,1,394.72,74,2011-09-22,2011-09-22,11,77,0,394.72
17604,2,309.36,169,2011-05-06,2011-01-31,57,216,94,154.68
17608,2,191.99,229,2011-11-06,2011-11-06,54,32,0,96.0
17609,5,1105.78,719,2011-10-30,2011-01-16,199,40,286,221.16
17611,15,3961.12,2550,2011-12-02,2010-12-13,440,6,353,264.07
17612,6,2048.45,1808,2011-10-17,2011-02-15,116,52,244,341.41
17613,14,4544.55,2490,2011-11-17,2011-02-07,211,22,282,324.61
17614,1,386.32,235,2011-10-13,2011-10-13,97,56,0,386.32
17615,3,329.6,140,2011-08-01,2011-05-01,13,129,91,109.87
17616,3,571.1999999999999,224,2011-06-19,2010-12-07,1,173,194,190.4
17618,3,930.28,319,2011-12-04,2010-12-12,56,5,356,310.09
17619,1,214.37,124,2011-01-31,2011-01-31,71,311,0,214.37
17620,1,81.44,60,2011-10-11,2011-10-11,4,59,0,81.44
17621,3,1379.9,514,2011-11-18,2010-12-20,24,20,333,459.97
17623,1,527.0500000000001,265,2011-11-07,2011-11-07,33,32,0,527.05
17624,2,843.48,554,2011-11-25,2011-05-05,49,14,203,421.74
17625,4,2020.4,1180,2011-11-21,2011-03-27,223,17,239,505.1
17628,1,75.75,79,2011-09-19,2011-09-19,5,80,0,75.75
17629,8,1814.12,1629,2011-12-04,2010-12-15,106,5,354,226.76
17630,2,503.59999999999997,158,2011-06-23,2011-04-21,24,169,62,251.8
17631,3,528.33,334,2011-12-08,2011-04-21,39,1,230,176.11
17633,4,1324.84,644,2011-11-08,2011-08-11,59,30,88,331.21
17634,9,2358.59,838,2011-11-03,2011-01-06,209,35,301,262.07
17636,1,285.56,182,2011-11-20,2011-11-20,20,18,0,285.56
17637,2,547.0600000000001,280,2011-11-08,2011-08-16,35,30,83,273.53
17639,1,108.5,49,2011-03-08,2011-03-08,7,275,0,108.5
17640,1,621.66,250,2011-09-14,2011-09-14,5,86,0,621.66
17642,2,712.29,474,2011-08-12,2011-06-16,34,119,56,356.14
17643,1,101.55,71,2010-12-01,2010-12-01,8,372,0,101.55
17644,11,2895.64,1793,2011-12-08,2011-03-24,102,0,259,263.24
17646,3,1008.39,323,2011-05-04,2010-12-09,46,218,145,336.13
17647,1,133.06,30,2011-10-05,2011-10-05,7,64,0,133.06
17648,4,1797.5,487,2011-10-10,2011-04-04,81,60,188,449.38
17649,1,868.49,399,2011-07-24,2011-07-24,52,137,0,868.49
17650,1,166.08,150,2011-11-18,2011-11-18,8,20,0,166.08
17651,10,3945.0,3112,2011-11-28,2011-06-15,149,11,165,394.5
17652,12,4867.72,2509,2011-11-14,2011-03-03,118,24,255,405.64
17653,4,1207.56,1409,2011-11-03,2011-08-11,44,36,83,301.89
17654,1,117.55,41,2011-03-07,2011-03-07,22,276,0,117.55
17655,7,2638.94,1116,2011-11-29,2010-12-08,66,10,355,376.99
17656,5,1674.69,1399,2011-09-27,2011-08-03,67,72,55,334.94
17658,2,595.42,616,2011-11-14,2011-05-12,17,25,185,297.71
17659,12,2999.46,1525,2011-11-22,2010-12-02,127,16,354,249.96
17660,1,178.75,121,2011-07-21,2011-07-21,37,140,0,178.75
17663,7,1802.91,797,2011-11-14,2011-02-25,63,25,261,257.56
17664,2,604.64,604,2011-11-21,2011-05-11,41,18,193,302.32
17666,2,728.16,596,2011-12-06,2011-10-05,14,3,61,364.08
17667,5,2055.51,1033,2011-10-04,2011-02-14,85,65,232,411.1
17668,2,347.75,93,2011-12-08,2011-11-01,14,0,36,173.88
17669,7,3406.7200000000003,1916,2011-10-28,2011-04-04,45,42,206,486.67
17670,1,205.7,110,2011-04-26,2011-04-26,11,227,0,205.7
17671,4,1572.71,772,2011-11-24,2010-12-09,40,15,349,393.18
17672,2,3178.17,1690,2011-10-20,2011-02-03,105,49,259,1589.08
17673,6,1594.97,1462,2011-12-08,2011-01-23,118,1,318,265.83
17674,2,551.04,672,2011-09-26,2010-12-06,19,73,294,275.52
17675,31,20374.28,8360,2011-12-08,2010-12-07,239,0,366,657.23
17676,6,1371.18,922,2011-12-05,2010-12-08,49,3,362,228.53
17677,30,16345.38,9772,2011-12-08,2010-12-06,178,1,367,544.85
17678,1,298.11,207,2011-03-21,2011-03-21,16,263,0,298.11
17679,2,1992.1100000000001,729,2011-10-18,2011-09-15,29,52,32,996.06
17680,1,184.4,96,2011-11-16,2011-11-16,11,23,0,184.4
17682,6,2474.33,1367,2011-11-29,2010-12-06,48,9,358,412.39
17684,1,239.41,145,2011-10-27,2011-10-27,15,43,0,239.41
17685,7,3155.83,1907,2011-11-23,2010-12-02,88,16,355,450.83
17686,7,5739.46,2478,2011-12-02,2011-02-10,205,6,295,819.92
17690,15,4726.8,1769,2011-11-09,2010-12-01,186,29,342,315.12
17691,2,290.40000000000003,134,2010-12-16,2010-12-06,18,357,10,145.2
17692,4,740.9399999999999,672,2011-08-04,2010-12-15,34,126,232,185.24
17693,1,200.47,231,2011-07-25,2011-07-25,16,136,0,200.47
17694,1,283.12,184,2011-07-21,2011-07-21,15,141,0,283.12
17695,2,765.34,779,2011-07-31,2011-06-21,30,131,39,382.67
17696,8,2285.71,1756,2011-11-01,2010-12-10,78,37,326,285.71
17697,1,338.95,93,2011-04-17,2011-04-17,19,235,0,338.95
